Author_name,Batch_name,Review_date,total_star_comment,all_stars,Title_comment,Placements,Infrastructure,Faculty,other,no_topic,,,
Sandeep Kasargod,Sandeep Kasargod | MBA in Finance - Batch of 2018,Reviewed on 15 Jun 2018,4.2,4.2 \nPlacements 4\nInfrastructure 3\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 4,A practical place with diversified people around.,"Placements: We have a friendly and hardworking placement team, but the placements offered were more of marketing job opportunities and finance and HR job opportunities. We have internship opportunities through the campus which would help in getting a quality job in future. Project mentors are friendly. They help us in maintaining the quality of the project.","Infrastructure: We have a library and spacious classrooms, but other facilities like canteen, sports ground and medical facilities are non-existent. The campus infrastructure is not proportional to the fee charged. They might shift to a bigger campus soon.","Faculty: We have the excellent faculty in our college. The way of teaching is good. They are very friendly with the students. The course curriculum is very practical and real-time based. There is ample use of practical methods like case studies, Group projects and guest lectures on subjects based on the stream opted.","Other: Events and fest will be celebrated, but only the students who are in the forums can have fun.",,,,
Mohammed Adeeb,Mohammed Adeeb | MBA in Finance - Batch of 2018,Reviewed on 22 Apr 2018,4.8,4.8 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 4,Absolutely Fantastic college to pursue your MBA along with having an amazing memories.,"Placements: The placement cell at CMS is amazing with the more and more companies coming for placement every year. The highest package for our batch was 12Lacs PA and average package was around 4.8lacs PA. Companies like Amazon, Prestige, Myntra, HDFC Honeywell are some of the companies who visited campus this year.",Infrastructure: Currently college does't have a proper infrastructure but they are gonna move in to a new campus which is near Race Course road and I believe the campus there would be amazing. There are a lot of opportunities for students in Curriculum as well as non curriculum activities like Culturals and Management fests.,"Faculty: The faculty members here are one of the best with both industry exposure as well as academics. As I took up Marketing as my specialisation, I could guarantee that the marketing faculty members are one of the best here. I BET you will love them. Along with that the finance faculty members are really experienced with a lot of research papers to their name.","Other: The fest are really grand here, and every month we have some fests .",,,,
Jonathan Fernandes,Jonathan Fernandes | MBA in International Business &amp; Airport and Aviation Business Management - Batch of 2019,Reviewed on 11 Apr 2018,3.2,3.2 \nPlacements 2\nInfrastructure 3\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 3,A good institute to take up admission for a decent amount of money invested for a PG Degree.,"Placements: As of now, the placements are uncertain. The seniors haven't got placed yet, although few companies with decent salary package do come for placements. But, as of now, my batch students are trying hard to get companies so that we get decent placements for us in the near future.","Infrastructure: On the 7th floor, a wing has well-equipped IT labs, classrooms are spacious with an overhead projector available in most of the classes. The 3rd floor is dedicated to sports and extracurricular activities, Library in the 2nd floor is exceptional. 2 canteens are available on the 3rd and 9th floors respectively.",Faculty: Most of the faculty for my course are highly qualified professionals from the field itself. They possess immense knowledge about the particular subject/industry. The PPT method of teaching is used mostly. Most of the faculty are very helpful unlike the other few.,Other: I was interested in B.Com. to learn about the business. They conducted many events. It had forums. Forum was a group of people who formed a college community.,,,,
Arjun Bajpai,Arjun Bajpai | MBA in Marketing - Batch of 2019,Reviewed on 14 Feb 2018,3.8,3.8 \nPlacements 4\nInfrastructure 3\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 4,The college had good placements and faculty members.,"Placements: The placements are good. They do their best to give placements to every student, but it's up to the students to make the best out of it. Around 70% of the students are placed in senior batch. More companies are coming for them. The highest package was 12 lacs per annum, and it was offered for two students in my super senior batch.","Infrastructure: The campus is not so big, as it is only for MBA, but we will be shifted to our new campus in Lalbagh next semester. The classrooms and library are good. They conduct Khel Utsav every year, in which students participate in cricket, football, etc. The quality of labs is good. The canteen is not that good, but the food is easily available outside the campus.","Faculty: The faculty members are good. They all are friendly. They tend to focus on giving more practical knowledge than theoretical. All the teachers have completed their PhD, and they have much expertise in their field. They help every student to grab more knowledge.",Other:,,,,
Nithin Harish,Nithin Harish | MBA in Business Analytics - Batch of 2018,Reviewed on 11 Nov 2017,4.8,4.8 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 4,Well satisfied with the institution. Lecturers are there to help any of us at any time.,"Placements: The college has more than 90% placement percentage. Our college has tied up with the best MNC's, and our seniors got placed in good organisations. The highest salary package was 12 LPA, and the lowest package was 3 LPA. Now the highest salary package is 15 LPA by Khimji Ramdas company. They focus on specialisation like Finance, Marketing and HR.","Infrastructure: The Jain university provides one of the best infrastructures in the city. We get faster Wi-Fi access, a good collection of books in the library and classes have Ac. In other Jain campuses only indoor games can be played but at the main campus, Kanakapura we have good infrastructure to sports. Only fast foods are available in the canteen.","Faculty: We got the best lectures from different organisations and institutions. They teach us practical things. We are exposed to the current market. Reports and presentations help us to understand the concept very well. The industrial visit will be provided. Teaching methods will be technical. Case studies will be given, and we should analyse it and explain in the case. Placement training will be given like group discussions, interview training. The course curriculum is planned very well.",Other: I'm a CA student as KPMG would provide me a good background I chose this course and the best thing about this course it that every semester there is a Accounting Professional of KPMG who teaches the students which also gives us a great experience overall. I would just improve the quality of clarification of doubts of students. Festing is the truly the best part of Jain University and yes if you like fests you will never regret getting into this college. Crown is not top class but yes there is a lot if Cosmo Crown coming here so it's nice.,,,,
Sharad Chandra,Sharad Chandra | MBA in Finance - Batch of 2015,Reviewed on 11 Aug 2017,4.2,4.2 \nPlacements 5\nInfrastructure 3\nFaculty & Course Curriculum 5\nCrowd & Campus Life 4\nValue for Money 4,An honest alumnus's review about CMS Business School,Placements: Many reputed companies did come to our college during the start of the 3rd semester itself. Almost 70 to 80% students got placed in this academic year. The placement team is quite efficient enough to bring in good companies. It is well-trained and also has a good communication with students and companies.,"Infrastructure: It has a good infrastructure compared to other campuses. There are separate auditoriums for seniors and juniors, restrooms for gents and ladies at each floor and a hygienic canteen for quick bites. Easy accessibility to the staff rooms and separate cabins for each and every faculty member. There is a well-organized parking lot for students and a good number of security staff members for students' safety.","Faculty: Well-trained faculty members with plenty of industry experience. Good knowledge was showcased by the faculty members about the subject and the syllabus. One good thing about them is they have a good practical knowledge of the subject and the industry. Coming to the course, it was well-planned and structured by Jain University with a good educational standard.",Other: It gives an enjoyable college life. Crowd is good.,,,,
Awez Khan,Awez Khan | MBA in Finance - Batch of 2016,Reviewed on 27 Nov 2016,3.6,3.6 \nPlacements 3\nInfrastructure 3\nFaculty & Course Curriculum 5\nCrowd & Campus Life 4\nValue for Money 3,CMS Business School- Jain University. Hope this is helpful,"Placements: It has very good placements. 70% of the students were successfully placed but to be frank, do a lot of homework about the company before joining, because the company shines in mails but you tend to suffer when you get in. The highest package offered was 6 LPA and the lowest was 2.8 LPA. Big companies like Asian Paints, Deloitte, Morgan Stanley etc came to campus and also small companies visited like SISA, Hirecraft and Magnasoft which were not very pleasing. There is no internship offered from the college, so you will have to fetch it on your own. The professors do help you out with the help of their contacts but not everyone of them will.","Infrastructure: The academic infrastructure is very good like projectors and ACs in every class. But, the Wi-Fi sometimes does not connect and they charge a lot for the Wi-Fi usage which is inclusive in our college fee. The classrooms are well-maintained, clean and tidy. The canteen is not worth it as you get only snacks there and no meals and such. Another drawback was that there is nothing related to physical activities or sports in the campus.","Faculty: It has a very good faculty team(especially marketing) who are well- experienced and well-qualified. You tend to learn a lot of things outside your syllabus which would help you a lot in life and your career. Unique methods are used for teaching in both theoretical and practical manner. We had 4 faculty members in every department (marketing, finance and HR) and also a few guest faculty members visited the college as well.",Other: I found this course to be different from others so I planned on opting for it. Events in the college are fabulous but the campus crowd isn't great and I cannot connect to them.,,,,
Bharath BU,Bharath BU | MBA in Finance - Batch of 2015,Reviewed on 13 Sep 2015,3.8,3.8 \nPlacements 3\nInfrastructure 3\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 4,"Everything is fine except for few annoying faculty members, the main drawback is the campus itself.","Placements: 6 Lacs per annum, the highest is 11 Lacs per annum. Need more companies. They'll give us few useless companies for internship, no proper background verification done. They have to change. I want the classrooms to be changed, 60+ students in a small classroom.","Infrastructure: College looks like a match box, not worth paying a huge amount for that campus. No canteen, no proper elevator you'll find 4 elevator for whole 8 floors building. Classroom are not good at all. No proper place, very small classrooms. Very bad campus.",Faculty: Faculty is too good. Everything is fine except for few faculty who are really annoying. The most hated part in this college is blockend exam. There's exams every month where as the mid exams are conducted for every single month with 2-3 subjects which was taught for the whole month.,Other: Events are conducted more often on campus. Extracurricular activities are always appreciated and sportsmanship is always honored.,, seminars from various organisations," and a lot of industry mentorship.""",
chittapu laxmikanth,chittapu laxmikanth | MBA in Finance - Batch of 2016,Reviewed on 13 Aug 2015,4.4,4.4 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 4,Our college has good placements and great faculty members.,"Placements: Most students are placed with good salary packages. The highest salary package offered is 21.6 LPA, and the average is 7 LPA to 8 LPA. Our seniors are happy with their skill sets, recruiting companies, and salary packages. Good companies hire students here.","Infrastructure: The library has research papers, magazines, articles, new letters, and publications. We have hostel facilities. They take care of transportation for hostel students. They serve good food.","Faculty: All faculty members have academic and industrial experience. They are good at teaching. Industrial experts are invited to share their experiences and skill sets, which are needed in the industry. Those sessions are called business practitioner sessions.",Other: I chose this course as it is globally recognised and has huge credibility. The payout and the minimum package are brilliant as well. The study material can be improved. Events and fests are a great source of engagement and help in building confidence for students. A series of events also take place for the engagement and passion of students.,,,,
Anonymous,Anonymous | MBA in Marketing - Batch of 2024,Reviewed on 14 Oct 2023,3.6,3.6 \nPlacements 4\nInfrastructure 1\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 4,This college is very good for MBA degree.,"Placements: Around 20% of students were placed, and the role of the course offered was to be a good manager. They teach how to appear for the interview and get selected. They also help in preparing curriculum vitae. They provide pre-interview classes and this helps a lot in getting jobs.","Infrastructure: In this college, Wi-Fi was slow, but the classroom was good. The overall infrastructure was good. It provides good laboratory assistant, and the professor's inspirational words were inspiring and students will love the weather. It provides an air-conditioned classroom and helps to read more.","Faculty: If students read well, then the exams were easy to pass. The course was good, well managed, and help students to gain jobs easily. Faculty members were good, and they were punctual. They always teach properly, and help students to get good jobs in the market",Other: Jain fest is spectacular in this college.,,,,
Kanisetty Priyanka,"Kanisetty Priyanka | MBA in International Finance and Accounting integrated with ACCA, UK - Batch of 2024",Reviewed on 4 Dec 2022,4,4.0 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 4,"There are no placements, and it is a bad campus. It focuses more on collecting money.","Placements: This college does not provide good placements. The brochure and everything provided is fraud and fake here. The fee is also very high in this college, but it is not worth it. There are many colleges in Bangalore with low fees structure for the MBA field and provide good placements. But this Jain college only focuses on earning money, and it doesn't care about the student's personality development. Our college just provides assignments, which are a waste of time and money. So, I suggest our college not to provide assignments rather than it should spend time on the personal development of students. I suggest students not to join this college, and it is a waste of your money.","Infrastructure: For some circumstances, our college is good, but it is not a proper lush green campus. Students don't get a spacious and fresh environment, and they can't sustain here. I would suggest students to opt for Mumbai, Pune, Delhi, Hyderabad, Kolkata for good B- Schools with great infrastructure and low fees. Don't opt for this college. Canteen facilities and everything is not suitable for 800 students. Our college doesn't care about placements.","Faculty: Faculty members are also very old here. Most of the students can't be able to understand the study curriculum designed here and what they are teaching in the class. Most of the teachers behave rudely with students, and they don't have knowledge about academics. In the 2019 year, our college provided admission for around 800 students, i.e., it is giving admission to every student. It charges a fee of around 9.5 lac to every student, but it is not worth it. Courses which they provided here are good, but the basic course contents are not at all up to the mark. I would suggest you to verify about everything before joining in any college. I was harassed many times in this college. Now our college focuses more on collecting money through admissions, and it is a waste college.","Other: The events are good, and they are conducted very well, joining a forum helps students enjoy college life. If students are applying for colleges in Jain then students should keep them on their list.",,,,
Bicky,Bicky | MBA in Marketing - Batch of 2020,Reviewed on 15 May 2022,4.2,4.2 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 3,"Absolutely dissatisfied. Waste of money, time and your future.",Placements: I think it has a good placement programme. The packages are good too. But you don't get real skills or knowledge to work in any company. There are good companies coming but obviously it is dependant on your skills. College isn't going to help you develop them.,Infrastructure: The classrooms are congested and very suffocating. There is no Wi-Fi. You have to sit inside classrooms for every session. The canteen has only little items and that too junk. It isn't sufficient for the students. There is no campus it is just a tall building.,Faculty: Teachers are least bothered about you and all they want is money. The teaching quality is also very bad. It is impossible to connect the course and the actual reality of working of companies. The study materials provided is very vague but that can be managed. The knowledge you attain from doing this course from this college is zero.,Other: The course ACCA helps to be more inevitable.,,,,
Anonymous,Anonymous | MBA in Banking Finance and Allied Services - Batch of 2020,Reviewed on 21 Oct 2020,1.2,1.2 \nPlacements 1\nInfrastructure 2\nFaculty & Course Curriculum 1\nCrowd & Campus Life 1\nValue for Money 1,It's good because of fest and extra curricular activities.,"Placements: 50% placement. 8 Lacs the highest 4 Lacs the lowest and 6 Lacs avg salary offered. KPMG, Delloite, oracle and many more were top recruiters. Finance analyst audit analyst and compliance manager. 8 Lacs 4lakhs and 6lakhs was offered. 100 percent of the students placed for internship in our batch.","Infrastructure: Labs, Wi-Fi incubation Center well defined classrooms weak furnished classrooms with projectors bench and ventilation for classrooms. Well qualified faculty for some subjects. I don't stay in hostel as they charge more than normal costs. Games are there in college itself and they encourage by khelutsav.",Faculty: They are helpful when I was in first three semester and in last semester I didn't like some faculty as they are not explaining properly. The curriculum is relevant and exams are not that good because they give exact questions in exam and very easy to pass and I feel it is not worthy.,Other: I opted for this course because of my passion. The college also offers CA courses. The best thing about the course is the workshops which the college offer.,,,,
abhinaya sajeevan,abhinaya sajeevan | MBA in Logistics and Supply Chain Management - Batch of 2021,Reviewed on 6 Apr 2020,2.2,2.2 \nPlacements 4\nInfrastructure 3\nFaculty & Course Curriculum 1\nCrowd & Campus Life 2\nValue for Money 1,It is a qualified study campus for management studies.,"Placements: I had completed my MBA at Jain University. The college has helped me to build my career by providing good placements. Now I have a good salary package. The college gave more importance to qualitative teaching, where there was more practical knowledge.",Infrastructure: The campus is excellent to study. There is a very peaceful environment for the students to study. There is a qualitative teaching system which is helpful to students to gain practical knowledge. There is also a good hostel facility where it is near to the study campus.,"Faculty: Faculty were highly qualified, and faculty were helpful and excellently guided the students. Faculty helped the students in their career development. The course was very relevant to the present curriculum, which helps the students to choose the good career path.",Other: I have chosen this course because of my passion. The college also offers CA courses. The best thing about the course is the workshops which the college offers. The college should improve its teaching culture. Fests in this college are amazing.,,,,
Tejdeep Reddy,Tejdeep Reddy | MBA in Finance - Batch of 2020,Reviewed on 7 Feb 2020,4,4.0 \nPlacements 3\nInfrastructure 5\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 3,The college provides great infrastructure and great learning.,"Placements: About 97% of the students got placed. The average salary package offered is 6 LPA. Companies like Goldman Sachs, Delloite, KPMG, JPMorgan, Ernst & Young, and Khimji Ramdas visited our campus for placements. About 95% of students got an internship during the course. Top roles offered to students are managerial positions and business analysts.","Infrastructure: The college provides facilities like Wi-Fi, computer lab, library, gym, spacious classrooms, and parking facilities. Quality of food served in the hostel is good. There is no proper canteen, but there is a Sodexo grab and go for students. There is an indoor game room in the college, but the college does not provide outdoor games facilities.","Faculty: Teachers in our college are helpful and qualified. It is a masters course one has to be self-reliant and develop a healthy habit of self-study. Teachers are available for students, and they also guide them. The course curriculum is relevant, and it makes students industry-ready.","Other: I have chosen this course because this course has more scope. The banking sector and commerce sector as a whole is in the limelight right now. The campus is good, comfortable, and peaceful. It conducts dance, sports, and all kinds of extracurricular activities.",,,,
Smitha shetty,Smitha shetty | MBA in Marketing and Finance - Batch of 2017,Reviewed on 13 Nov 2019,4.6,4.6 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 5\nCrowd & Campus Life 4\nValue for Money 4,Totally satisfied because of the kind of facilities and quality of education.,Placements: Placement was not that great with an average package of 4 but there were few companies there on the campus with great packages and profiles. But overall placements were not satisfying. It could have been much better with the help of the placement cell.,"Infrastructure: Gym facilities, library facility. Spacious parking, Wi-Fi, digital classes, air conditioners, greenery, lifts, canteen facility, cleanliness regularly, well-maintained washrooms, drinking water facility available at every floor, staffrooms with separate cabins for everyone.","Faculty: Teachers were extremely knowledgeable and helpful in every way be it extra curricular or studies, projects. They guided us through any event and helped us in every way possible. They guided us through both organization research as well as summer internship projects.","Other: In this college, there is no negative marking in any process.",,,,
Disha Joshi,Disha Joshi | MBA in Finance - Batch of 2021,Reviewed on 15 Sep 2019,4.4,4.4 \nPlacements 4\nInfrastructure 5\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 4,It is the best B-school in Bangalore.,"Placements: The college provides competitive packages with multiple options for students. The college train students and make responsible to excel in their interviews. Maximum 200 companies visit the campus for placements, and they intimate about the salary package in advance. Students get clear information about placements. The average salary package offered ranges between 5-6 LPA.",Infrastructure: The campus is lavish and quite good. The campus is situated in Seshadri road. The college provides indoor games and the best library for students.,"Faculty: This university is known for its teaching, and every lecturer is very supportive. They don't mind even sitting with us until we understand the topic completely. Industry and lecture orientation is one of the keys for us to get industry ready as the aspects of every company is taught well in advance.","Other: I choose this course because I want to do MBA . College fees it high as compared to other colleges in Bangalore. College organises events, fest, sports once in a year also provides scholarship to students.",,,,
Ritu Namboori,Ritu Namboori | Online MBA in Finance - Batch of 2019,Reviewed on 8 Apr 2019,3.6,3.6 \nPlacements 2\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 3,I got fruitful results from college for the corporate world.,"Placements: Placements in our college are pretty good. More than 10 companies visit for campus placements. Faculty members also help you in cracking the interview. So it's a good future opportunity, and they focus on the overall development of students and a fruitful movement of the student from campus corporate.","Infrastructure: The campus of Jain University is not huge but there is a lot of professionalism amongst the people, students and faculty. They focus more on the corporate world for students to mould them as a corporate world. There are a huge and peaceful library, sports area, club activity rooms, etc.","Faculty: Faculty members in our college are the best because they help you in every aspect. They design the students according to the corporate world. Apart from academics, many additional courses, as well as certificate courses, are offered for students. It helps students to develop their skills and includes in the resume.",Other: I had an interest in the commerce and accounts field so I chose this course. The best thing is you get proper knowledge of what an account actually is. The events are extreme joyous and filled with lots of activities.,,,,
Varun Dev,Varun Dev | MBA in Marketing - Batch of 2018,Reviewed on 13 Feb 2019,5,5.0 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 5,"The crowd is amazing, but the campus is a bit smaller.","Placements: Almost 80% of students got placed except those who had backlogs and KPMG and EY were the top recruiters. The highest package was 45 LPA, the lowest was around 6 LPA, and the average was 8.5 LPA. 90% of students got internships. There are a lot of good internship opportunities in Jain .","Infrastructure: The campus building is fine but there is no ground or free space. Hostel students have always complained about the food, but it's a good place to study, including clean library, classrooms, etc. Another thing that is not good are the benches in a few classrooms .","Faculty: Faculty members are really very friendly and they always help you if you have any problems or doubts regarding the subject. They can always be relied upon, and the semester exam results also depend on the teacher. 52% is the passing percentage in semester exams.","Other: I chose this course as it was one of the best options that I could ever choose. It is the best course at Jain University. It is amazing, and I really enjoy every fest here. Different activities and different sports championships are organised here. Our college also provides scholarships. Extracurricular activities conducted are also amazing.",,,,
Shivam Sharma,Shivam Sharma | PG Diploma in Enterprise Management + PGDM - Batch of 2020,Reviewed on 21 Sep 2018,3.6,3.6 \nPlacements 4\nInfrastructure 3\nFaculty & Course Curriculum 4\nCrowd & Campus Life 3\nValue for Money 4,"Review of Jain Deemed-to-be University, Bangalore.","Placements: Our college provides us with 100% placement opportunities. The highest salary package offered is 5 LPA, the lowest salary package offered is 3 LPA, and the average salary package offered is 4 LPA. Tommy Hilfiger, HDFC, Bandhan Bank, and more such companies visit our campus every year to recruit students.","Infrastructure: Facilities and infrastructure are available in our course. There are air-conditioners, cameras, smart televisions, and Wi-Fi in all the classrooms on campus. The quality of the hostel cannot be determined. I used to stay with my cousins in their flat.",Faculty: Teachers in our college are from different backgrounds. Every teacher gives 500% to solve our doubts. Faculty members are very knowledgeable. They have rich exposure to the industry and share their experiences with us.,"Other: Our college has a reputation in the north and hence is very trustworthy. Our school teachers recommended this college because of its additional activities, fests and opportunities. The college has a very strong sports background as players like KL Rahul and Pankaj Adwani who have passed out from here. We need more amenities and a better campus to make it easier for students to come forward. Events and fests are the best part of our college, and it developed our personality to makes us learn many lessons. I am a 90% merit holder, and our college was kind enough to provide me with a scholarship of Rs. 10,000 from hostel and college, which increases with the increase in the percentage.",,,,
Anonymous,"Anonymous | B.Com. (Hons./ Hons. with Research) in International Finance and Accounting Integrated with Association of Chartered Certified Accountants, ACCA - UK - Batch of 2026",Reviewed on 20 May 2024,3.8,3.8 \nPlacements 4\nInfrastructure 3\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 4,Good college and nice faculty members.,"Placements: Mostly everyone in the class will be placed during placements. Proper sessions will be conducted before placements, which helps us know how to answer questions and how to behave during interview times. Teachers from outside will be coming to teach those placement sessions.","Infrastructure: Infrastructure is not that bad. No ground, no space, but car parking and bike parking are available. Labs, libraries, and classrooms are well maintained. College Wi-Fi is only for teachers and not for students. The canteen will be on the third floor of the campus. The college gives more support to sports students.",Faculty: Good teaching and friendly faculty members. Taking notes side by side during class hours helps in scoring a nice SGPA in the semester. Submission of assignments and projects on time helps increase semester results. Students class behavior is also taken into consideration for semester marks.,Other: The cultural events at the university are amazing. The students get a lot of exposure through all these events and cultural programme. Jain university also has an entrepreneurial hub it's a great place for young entrepreneurs.,,,,
Nischay jain,Nischay jain | B.Com. (Honours / Honours with Research) with Certified Program in General Management - Batch of 2023,Reviewed on 8 Sep 2023,4,4.0 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 4,Jain University is worth your admission. I recommend this college.,"Placements: The placements in Jain are really good, and almost 80% of students are placed. The highest packege was about INR 8 LPA and the lowest was INR 3.1 LPA during the year 2021. TCS, Wipro, and Infosys are the top recruiting companies. Almost all the students got internships.","Infrastructure: The labs for our course were available. The Wi-Fi on campus and in the classrooms was really good. The facilities in the hostel are also good. We had really good food, but dinner was not at that level. The canteen is good but expensive. Jain is one of the top sports colleges.","Faculty: The teaching and non-teaching staff are both really good, with no remarks from my side. Almost all the teachers are well qualified and provide good knowledge. The quality of teaching is really good. Yes, the curriculum is relevant and makes us perfect for industry.","Other: I wanted to do CA, so I thought I should have a degree which would help in some or the other way. So, I have chosen this course. Events and fest conducted by our college refresh us and help us to explore our talents.",,,,
Varshini,Varshini | B.Com. (Honours / Honours with Research) with Certified program in Capital Markets - Batch of 2024,Reviewed on 21 Jun 2023,4.2,4.2 \nPlacements 5\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 4,It is a good college that provides good placements.,"Placements: Placements provided in our college are impressive. Around 75-80% of students get placed. Many companies have lined up with this college, but some companies won't allow B.Com students. The highest salary package offered is 21 LPA and the lowest salary package is 3 LPA to 3.5 LPA.",Infrastructure: The hostel is good but expensive. They have a tie-up with Mojo.,Faculty: Exams are conducted strictly. Teachers in our college are knowledgeable and well-qualified. All the semester exams are good and well-planned.,"Other: 1) I chose this course as this course is the only course that provide investment banking and CFA concepts at UG level. 2) fee structure is high and big companies come for the placements but all companies offer less package as compared to fees invested. Ex : For a B.Com graduate and certified with a professional degree get around a package of only 4 LPA. 3) Jain University is best if we talk about exposure, as it conducts many events, extracurricular activities, etc.",,,,
Mayank Kumar Singh,Mayank Kumar Singh | B.Com. (Honours / Honours with Research) with Certified Program in General Management - Batch of 2021,Reviewed on 12 Apr 2023,4,4.0 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 4,The hostel was the worst but college is good.,"Placements: Nearly 80% of seniors got placements in different MNC and India companies. The highest salary package earned by students was 41 LPA and the lowest was 6 LPA and the average was 8.2 LPA. The top recruiting companies are DELL. Nearly 85% of students got internships from companies: audit 416, business analytics.",Infrastructure: We have the best intelligent classrooms with projectors and a library for studying in a good atmosphere. The central university hostel was the worst compared to other college hostels. The hostel is not cleaned properly and the quality of the food is also the worst. The college infrastructure is the best but the hostel is the worst.,Faculty: The teaching is good and teachers are highly qualified for teaching. The teachers create a friendly atmosphere for freshers. The course takes 6 semesters to complete graduation in university and the students can be industry ready. The semester exams were relatively easy compared to other ACCA teaching universities. The pass percentage was 90.,Other: In.,,,,
Piyush Jain,Piyush Jain | B.Com. (Honours / Honours with Research) Professional with Certified Program in Banking and Finance - Batch of 2023,Reviewed on 16 Mar 2023,4,4.0 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 5\nCrowd & Campus Life 4\nValue for Money 3,It is one of the top colleges in Bengaluru.,Placements: About 65% to 100% of students got placements. The lowest salary package offered in our course was 3 LPA. Companies like Google and Infosys offered placements. Around 75% of students applied for internships. The top role offered in our college was director.,Infrastructure: The infrastructure was advanced and excellent. It had a very disciplined atmosphere. It served food of good quality. It had a hygienic canteen. It provided medical facilities.,"Faculty: Faculty members were very disciplined and intelligent. They taught well. The course had 6 semesters in 3 years. Exams were tough, but teachers helped a lot with studying.","Other: Crowd is okay ( my batch specifically), there are a lot of events happening round the corner. Forums are an integral part of the three year long programme.",,,,
charan teja nahan ...,"charan teja nahan ... | B.Com. (Hons./ Hons. with Research) in International Finance and Accounting Integrated with Association of Chartered Certified Accountants, ACCA - UK - Batch of 2025",Reviewed on 22 Feb 2023,3.6,3.6 \nPlacements 4\nInfrastructure 2\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 4,"I am satisfied with faculty members, infrastructure, and facilities.","Placements: Almost 80% of students got placed in our college. The highest salary package offered was 22 LPA. The average salary package offered was 15 LPA, and the lowest salary package offered was 9 LPA. Top recruiting companies were Deloitte, JP Morgan, Infosys, HCL, etc. Around 40% of students got internships from our college in companies like JP Morgan and Deloitte. Top roles offered were secretary, chartered accountant, bank manager, aviation management, and certified management accountant.","Infrastructure: Our college provided top-notch facilities like Wi-Fi, labs, classrooms, sports facilities, and a library. The food served in our college was good.","Faculty: Our teachers were helpful, skilled, knowledgeable, and highly qualified. They cleared our doubts. Their teaching quality was good. The course curriculum was relevant and made students industry-ready. Semester exams were difficult. The pass percentage was 75%.",Other: Fests and events are celebrated on the campus. The campus crowd is okay. Scholarships and extracurricular activities are excellent.,,,,
Saurabh Jain,Saurabh Jain | B.Com. (Honours / Honours with Research) with Certified program in Capital Markets - Batch of 2021,Reviewed on 15 Feb 2023,4.8,4.8 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 4,Overall it's simply superb.,Placements: 85% students have been placed from this course. Remaining 15% students choose to become entrepreneurs. The highest package is 45 LPA and minimum is around 7 to 8 LPA. KPMG and EY are the top recruiters. 90% students got internship.,"Infrastructure: Facilities available include library, labs, dining space, playing area, studying rooms, etc. Quality is really good of everything. They have very good quality of faculty and food. Infrastructure, dress quality and sports teachers are good. The course curriculum is nice. Overall, it is worthy according to the fees.","Faculty: Jain’s faculty is really good. They support us a lot. Pass percentage is 50%. We have to score the remaining 50% through internal marks like seminars, etc. We gain confidence through seminars. We even have projects on every subject.","Other: For freshers fest called \ANVESHNA \"" is conducted where students get open by conducting group activity and projects. And other fest like 'SAMYONA' KRANTI' conducted by students from different forums like cultural forum",, Events management forum," etc.""","Placements: 80% of people are placed. The highest package 18 Lacs ( Qatar) and the lowest was 3 lacs ( India). In my course, the highest was 12 lacs, the lowest - 4 lacs and average - 6 lacs. Nestle, Accenture, Moxtra solutions and many more visit the campus. 95% got internship. Business development executive, channels specialist, sales manager, marketing manager are the roles offered.."
